"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PIH","1347 Property Insurance Holdings, Inc.","7.6653","45875026.8198","n/a","2014","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pih",
"PIHPP","1347 Property Insurance Holdings, Inc.","25.7026","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/pihpp",
"TURN","180 Degree Capital Corp.","2.18","67845005.16","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/turn",
"FLWS","1-800 FLOWERS.COM, Inc.","12.7","820471092.1","n/a","1999","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/flws",
"FCCY","1st Constitution Bancorp (NJ)","21.7","181487212.2","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","53.89","1398724704.09","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/srce",
"VNET","21Vianet Group, Inc.","8.22","506392721.88","61604954","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","96.3","5463698852.7","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/twou",
"JOBS","51job, Inc.","109.75","3998869767.25","36436171","2004","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/jobs",
"CAFD","8point3 Energy Partners LP","12.29","972056718.45","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/cafd",
"EGHT","8x8 Inc","19.15","1781041422.1","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","16.8","375450146.4","n/a","n/a","Capital Goods","Homebuilding","https://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","43.8","1293277650.6","n/a","1972","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shlm",
"AAON","AAON, Inc.","31.05","1625847272.55","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aaon",
"ABAX","ABAXIS, Inc.","82.74","1892346540","n/a","1992","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/abax",
"ABEO","Abeona Therapeutics Inc.","17.45","825477223.25","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abeo",
"ABEOW","Abeona Therapeutics Inc.","12.15","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abeow",
"ABIL","Ability Inc.","2.32","5977282.8","n/a","2014","Consumer Durables","Telecommunications Equipment","https://www.nasdaq.com/symbol/abil",
"ABMD","ABIOMED, Inc.","392.21","17444652449.77","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/abmd",
"ABLX","Ablynx NV","52.37","913481059.47","17442831","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ablx",
"ABP","Abpro Corporation","n/a","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/abp",
"AXAS","Abraxas Petroleum Corporation","2.61","434753329.77","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/axas",
"ACIU","AC Immune SA","10.18","584337751.7","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aciu",
"ACIA","Acacia Communications, Inc.","32.82","1317707935.62","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/acia",
"ACTG","Acacia Research Corporation","3.8","192461951.6","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","39.81","3512636106.39","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","18.35","2290556531.15","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acad",
"ACST","Acasti Pharma, Inc.","0.6939","27062422.6635","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","20.3","1095845744.7","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","35.84","1640587648","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","28.88","597858482.48","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","4.5","385371522","n/a","2007","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","3.35","171924003.3","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acrx",
"ACER","Acer Therapeutics Inc.","18","134953794","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acer",
"ACET","Aceto Corporation","2.625","80818615.5","n/a","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","12.1","542035121.1","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akao",
"ACHV","Achieve Life Sciences, Inc. ","9.48","1223668.92","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/achv",
"ACHN","Achillion Pharmaceuticals, Inc.","3.24","448220751.12","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","24.4","2840780150.4","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/aciw",
"ACRS","Aclaris Therapeutics, Inc.","18.24","563725494.72","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/acrs",
"ACMR","ACM Research, Inc.","14.08","223029269.76","n/a","2017","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/acmr",
"ACNB","ACNB Corporation","31.6","222291464","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","25.85","1216668404.6","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/acor",
"ATVI","Activision Blizzard, Inc","73.02","55583177562.84","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/atvi",
"ACXM","Acxiom Corporation","29.28","2256325027.68","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","28.45","767647060.9","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","4.1","136896581","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/admp",
"ADAP","Adaptimmune Therapeutics plc","13.43","871534424.28","64894596","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/adap",
"ADUS","Addus HomeCare Corporation","58.2","680495002.8","n/a","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.3369","13778285.2505","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","https://www.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","9.275","198993511.15","n/a","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","5.39","197953592.76","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","251.28","123747945778.8","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/adbe",
"ADOM","ADOMANI, Inc.","1.47","105454267.59","n/a","2017","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/adom",
"ADTN","ADTRAN, Inc.","14.15","677986524.3","n/a","1994","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","8.45","665269784.4","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adro",
"ADES","Advanced Emissions Solutions, Inc.","11.06","226997552.46","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","66.53","2616586711.78","n/a","1995","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","14.39","13948859987.32","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","1.8","94164928.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","0.28","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/adxsw",
"ADVM","Adverum Biotechnologies, Inc.","6.3","392312976.3","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/advm",
"ACT","AdvisorShares Vice ETF","25.3414","12670700","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/act",
"AEGN","Aegion Corp","26.05","844013852.2","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","9.96","217714385.04","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","2.7","59275071","n/a","1997","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","1.579","31931943.31","n/a","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","54.5","2152560340","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","58.48","1398022061.28","n/a","2007","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","2.35","38635786","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","1.23","20541876.99","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","1.55","91972760.75","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","2.1","131019142.8","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/afmd",
"AGEN","Agenus Inc.","3.34","347356930.54","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","0.5609","19209853.5212","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","14.22","330397505.1","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","96.85","5579104393.85","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/agio",
"AGMH","AGM Group Holdings Inc.","10.13","215931637.15","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/agmh",
"AGNC","AGNC Investment Corp.","18.88","8041974571.84","n/a","2008","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","25.96","8993844154.68","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncb",
"AGNCN","AGNC Investment Corp.","25.72","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/agncn",
"AGFS","AgroFresh Solutions, Inc.","7.08","357046991.28","n/a","2014","Finance","Business Services","https://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.3489","0","n/a","2014","Finance","Business Services","https://www.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","5.43","80024092.86","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","32.63","1895653163.04","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","31.905","65175183.045","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","21.41","1264913761.92","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","8.33","80550783.46","n/a","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","0.746","33702600.754","45177749","2007","Technology","Advertising","https://www.nasdaq.com/symbol/amcn",
"AKAM","Akamai Technologies, Inc.","75.99","12919108761.57","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","1.93","29352167.61","15208377","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","23.46","2008017551.16","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","9.54","542665861.56","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","0.4497","36863691.6108","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","13.79","1727316300.85","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","6.66","148066452","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","45.17","2136285744.33","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","1.66","88163131.2","n/a","1999","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/alsk",
"ALBO","Albireo Pharma, Inc.","30.75","367214624.25","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","6.81","93206467.86","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abdc",
"ALDR","Alder BioPharmaceuticals, Inc.","18.25","1238263175.25","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","8.15","163891561.1","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/aldx",
"ALXN","Alexion Pharmaceuticals, Inc.","118.95","26466453863.85","n/a","1996","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","31.55","259568917.2","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","333.08","26696242424.28","n/a","2001","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","0.7702","53943584.1522","n/a","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","1.55","58777729.8","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","47.57","7375150524.5","n/a","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alks",
"ABTX","Allegiance Bancshares, Inc.","43.45","579003229.2","n/a","2015","Finance","Major Banks","https://www.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","151.1","2440097127.9","n/a","2006","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/algt",
"ALNA","Allena Pharmaceuticals, Inc.","14.9","308363784.4","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/alna",
"AMMA","Alliance MMA, Inc.","0.3571","5307568.0154","n/a","2016","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/amma",
"ARLP","Alliance Resource Partners, L.P.","19.55","2559158654.8","n/a","1999","Energy","Coal Mining","https://www.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","2.47","9913436.39","n/a","1992","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","49.23","466785370.98","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua BioMedical, Inc.","2.03","10160578.33","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/alqa",
"ALLT","Allot Communications Ltd.","5.39","181038317.46","n/a","2006","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","12.75","2268895739.25","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/mdrx",
"ALNY","Alnylam Pharmaceuticals, Inc.","100.69","10121601563.59","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","15.7","374915874.4","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/aosl",
"GOOG","Alphabet Inc.","1119.25","777373702987.75","n/a","2004","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1134.99","788305900517.37","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","26.229","28851244.275","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","4","108741420","n/a","2006","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","9","124646058","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alpn",
"SWIN","ALPS/Dorsey Wright Sector Momentum ETF","31.5773","11052118.1546","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/swin",
"AMR","Alta Mesa Resources, Inc.","6.665","2734236196.685","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/amr",
"AMRWW","Alta Mesa Resources, Inc.","1.49","0","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/amrww",
"AABA","Altaba Inc.","78.98","63965255785.64","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/aaba",
"ALTR","Altair Engineering Inc.","35.78","2290039075.84","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/altr",
"ALT","Altimmune, Inc.","0.6134","15826990.9648","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/alt",
"ASPS","Altisource Portfolio Solutions S.A.","30.2","519580309.2","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/asps",
"AIMC","Altra Industrial Motion Corp.","41.65","1223817152.25","n/a","2006","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aimc",
"AMAG","AMAG Pharmaceuticals, Inc.","24.55","842718913.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation plc","3.35","901362711.6","269063496","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","13.78","96893381","n/a","n/a","Basic Industries","Other Specialty Stores","https://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","1642.68","797072530662.72","n/a","1997","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","20.22","916617367.08","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","9.98","0","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","49.15","1645319891.15","n/a","2012","Technology","Semiconductors","https://www.nasdaq.com/symbol/amba",
"AMCX","AMC Networks Inc.","57.52","3305092010","n/a","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/amcx",
"DOX","Amdocs Limited","68.09","9765672070","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/dox",
"AMDA","Amedica Corporation","1.11","4844422.95","n/a","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","76.6","2609281564.8","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","342","6705863496","n/a","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/uhal",
"AMRH","Ameri Holdings, Inc.","0.8775","16489100.745","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrh",
"AMRHW","Ameri Holdings, Inc.","0.3388","0","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/amrhw",
"ATAX","America First Multifamily Investors, L.P.","6.4","386898739.2","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","15.64","51661431909.12","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","44","20598716556","n/a","n/a","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/aal",
"ACSF","American Capital Senior Floating, Ltd.","12.25","122501225","n/a","2014","n/a","n/a","https://www.nasdaq.com/symbol/acsf",
"AETI","American Electric Technologies, Inc.","0.745","6521458.82","n/a","n/a","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/aeti",
"AMNB","American National Bankshares, Inc.","39.9","346640746.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","120.3","3234319514.7","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/anat",
"AOBC","American Outdoor Brands Corporation","12.45","673918002","n/a","n/a","Capital Goods","Ordnance And Accessories","https://www.nasdaq.com/symbol/aobc",
"APEI","American Public Education, Inc.","43.6","715005076.4","n/a","2007","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","41.51","792171775.78","n/a","2006","Capital Goods","Railroads","https://www.nasdaq.com/symbol/arii",
"AMRB","American River Bankshares","15.55","91509495.25","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/amrb",
"AMSWA","American Software, Inc.","13.185","400910401.305","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","6.72","140695087.68","n/a","1991","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","102.7","1797591991","n/a","1986","Basic Industries","Forest Products","https://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","62.75","429784852.75","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","56.4","2310543368.4","n/a","1994","Finance","Major Banks","https://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","59.95","1154691854.25","n/a","2005","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","4.25","76641954.25","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","28.65","0","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","30.5","283982846.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","183.57","121469371704.99","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","16.5","3109778215.5","n/a","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","9.31","2229846562.79","n/a","1998","Technology","Semiconductors","https://www.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","16.11","750952506.6","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/amph",
"IBUY","Amplify Online Retail ETF","47.75","374837500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ibuy",
"ASYS","Amtech Systems, Inc.","9.92","147768359.68","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","13.36","2623309747.2","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/afsi",
"AMRS","Amyris, Inc.","5.11","256403136.29","n/a","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/amrs",
"ADI","Analog Devices, Inc.","98.4","36496293532.8","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","83.65","1045762018.7","n/a","1972","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/alog",
"ANAB","AnaptysBio, Inc.","76.58","1799452334.4","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anab",
"AVXL","Anavex Life Sciences Corp.","2.86","127727777.32","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/avxl",
"ANCB","Anchor Bancorp","25.5727","63523353.981","n/a","2011","Finance","Banks","https://www.nasdaq.com/symbol/ancb",
"ANGI","ANGI Homeservices Inc.","15.28","7342782577.44","n/a","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","21.07","775470941.42","n/a","2004","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","62.82","741105129.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","41.23","590020843.02","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/anik",
"ANSS","ANSYS, Inc.","165.8","13929997377.6","n/a","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.68","420292492.76","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/atrs",
"ANTH","Anthera Pharmaceuticals, Inc.","0.2329","6097159.4358","n/a","2010","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/anth",
